Year,Period,Date,State,PlanName,Accounts,AUM,Note
2001,Q4,2001-12-31,Alabama,Alabama Prepaid,53241.0,572245358.0,
2001,Q4,2001-12-31,Alaska,Alaska,31147.0,177000000.0,
2001,Q4,2001-12-31,Arizona,Arizona,3989.0,27926899.0,
2001,Q4,2001-12-31,Arkansas,Arkansas,1211.0,8468782.0,
2001,Q4,2001-12-31,California,California,41209.0,176297039.0,
2001,Q4,2001-12-31,Colorado,Colorado Prepaid,10970.0,82400000.0,
2001,Q4,2001-12-31,Colorado,Colorado Savings,10921.0,71605177.0,
2001,Q4,2001-12-31,Connecticut,Connecticut,18326.0,137144344.0,
2001,Q4,2001-12-31,Delaware,Delaware,6692.0,42649407.0,
2001,Q4,2001-12-31,Florida,Florida,655000.0,2718973000.0,
2001,Q4,2001-12-31,Georgia,Georgia,,,
2001,Q4,2001-12-31,Hawaii,Hawaii,,,
2001,Q4,2001-12-31,Idaho,Idaho,1284.0,3330239.0,
2001,Q4,2001-12-31,Illinois,Illinois Prepaid,22788.0,170758088.0,
2001,Q4,2001-12-31,Illinois,Illinois Savings,32000.0,194000000.0,
2001,Q4,2001-12-31,Indiana,Indiana,7088.0,32360083.0,
2001,Q4,2001-12-31,Iowa,Iowa,20107.0,60883442.0,
2001,Q4,2001-12-31,Kansas,Kansas,24900.0,144000000.0,
2001,Q4,2001-12-31,Kentucky,Kentucky Prepaid,2700.0,,
2001,Q4,2001-12-31,Kentucky,Kentucky Savings,4959.0,19655768.0,
2001,Q4,2001-12-31,Louisiana,Louisiana,4307.0,7563149.0,
2001,Q4,2001-12-31,Maine,Maine,49159.0,600569301.0,
2001,Q4,2001-12-31,Maryland,Maryland,10366.0,68416772.0,
2001,Q4,2001-12-31,Massachusetts,Massachusetts Prepaid,31900.0,99900000.0,
2001,Q4,2001-12-31,Massachusetts,Massachusetts Savings,52000.0,461400000.0,
2001,Q4,2001-12-31,Michigan,Michigan Prepaid,62900.0,862011644.0,
2001,Q4,2001-12-31,Michigan,Michigan Savings,35088.0,98535651.0,
2001,Q4,2001-12-31,Minnesota,Minnesota,,,
2001,Q4,2001-12-31,Mississippi,Mississippi Prepaid,14511.0,73649801.0,
2001,Q4,2001-12-31,Mississippi,Mississippi Savings,850.0,2923180.0,
2001,Q4,2001-12-31,Missouri,Missouri,16945.0,54653422.0,
2001,Q4,2001-12-31,Montana,Montana,2879.0,20957922.0,
2001,Q4,2001-12-31,Nebraska,Nebraska,13015.0,51090580.0,
2001,Q4,2001-12-31,Nevada,Nevada Prepaid,8317.0,27400000.0,
2001,Q4,2001-12-31,Nevada,Nevada Savings,,,
2001,Q4,2001-12-31,New Hampshire,New Hampshire,80213.0,570037239.0,
2001,Q4,2001-12-31,New Jersey,New Jersey,13374.0,47328561.0,
2001,Q4,2001-12-31,New Mexico,New Mexico Prepaid & Savings,3696.0,11818733.0,
2001,Q4,2001-12-31,New York,New York,152601.0,702226011.0,
2001,Q4,2001-12-31,North Carolina,North Carolina,2389.0,11323945.0,
2001,Q4,2001-12-31,North Dakota,North Dakota,,,
2001,Q4,2001-12-31,Ohio,Ohio,327753.0,1743968184.0,
2001,Q4,2001-12-31,Oklahoma,Oklahoma,3830.0,10729693.0,
2001,Q4,2001-12-31,Oregon,Oregon,10241.0,33450356.0,
2001,Q4,2001-12-31,Pennsylvania,Pennsylvania,61402.0,235000000.0,
2001,Q4,2001-12-31,Rhode Island,Rhode Island,179617.0,1517871869.0,
2001,Q4,2001-12-31,South Carolina,South Carolina Prepaid,4031.0,37045454.0,
2001,Q4,2001-12-31,South Dakota,South Dakota,,,
2001,Q4,2001-12-31,Tennessee,Tennessee Prepaid,7206.0,32000000.0,
2001,Q4,2001-12-31,Tennessee,Tennessee Savings,1050.0,2869605.0,
2001,Q4,2001-12-31,Texas,Texas,115000.0,628398706.0,
2001,Q4,2001-12-31,Utah,Utah,7800.0,41000000.0,
2001,Q4,2001-12-31,Vermont,Vermont,1362.0,8028463.0,
2001,Q4,2001-12-31,Virginia,Virginia Prepaid,39495.0,407200000.0,
2001,Q4,2001-12-31,Virginia,Virginia Savings,19637.0,102400000.0,
2001,Q4,2001-12-31,Washington,Washington Prepaid,13067.0,72880753.0,
2001,Q4,2001-12-31,West Virginia,West Virginia Prepaid,8300.0,52800000.0,
2001,Q4,2001-12-31,Wisconsin,Wisconsin,49913.0,233451217.0,
2001,Q4,2001-12-31,Wyoming,Wyoming,,7076713.0,
2002,Q1,2002-03-31,Alabama,Alabama Prepaid,52805.0,565943352.0,
2002,Q1,2002-03-31,Alaska,Alaska,47853.0,313000000.0,
2002,Q1,2002-03-31,Arizona,Arizona,11149.0,63236356.0,
2002,Q1,2002-03-31,Arkansas,Arkansas,7260.0,60000000.0,
2002,Q1,2002-03-31,California,California,65488.0,353166783.0,
2002,Q1,2002-03-31,Colorado,Colorado Prepaid,11784.0,86400000.0,
2002,Q1,2002-03-31,Colorado,Colorado Savings,67009.0,444215253.0,
2002,Q1,2002-03-31,Connecticut,Connecticut,22753.0,180265365.0,
2002,Q1,2002-03-31,Delaware,Delaware,11000.0,74000000.0,
2002,Q1,2002-03-31,Florida,Florida,732621.0,2855841563.0,
2002,Q1,2002-03-31,Georgia,Georgia,,,Not available or program not yet operational
2002,Q1,2002-03-31,Hawaii,Hawaii,,,Not available or program not yet operational
2002,Q1,2002-03-31,Idaho,Idaho,3517.0,10846689.0,
2002,Q1,2002-03-31,Illinois,Illinois Prepaid,26814.0,182900000.0,
2002,Q1,2002-03-31,Illinois,Illinois Savings,43411.0,279402396.0,
2002,Q1,2002-03-31,Indiana,Indiana,11621.0,51869093.0,
2002,Q1,2002-03-31,Iowa,Iowa,37427.0,200470915.0,
2002,Q1,2002-03-31,Kansas,Kansas,30241.0,214700000.0,
2002,Q1,2002-03-31,Kentucky,Kentucky Prepaid,3200.0,14500000.0,
2002,Q1,2002-03-31,Kentucky,Kentucky Savings,6794.0,23295462.0,
2002,Q1,2002-03-31,Louisiana,Louisiana,4827.0,9167154.0,
2002,Q1,2002-03-31,Maine,Maine,90614.0,1099494450.0,
2002,Q1,2002-03-31,Maryland,Maryland Prepaid,14483.0,89501104.0,
2002,Q1,2002-03-31,Maryland,Maryland Savings,35206.0,132188902.0,
2002,Q1,2002-03-31,Massachusetts,Massachusetts Prepaid,35378.0,99816665.0,
2002,Q1,2002-03-31,Massachusetts,Massachusetts Savings,62050.0,568986516.0,
2002,Q1,2002-03-31,Michigan,Michigan Prepaid,63708.0,841031924.0,
2002,Q1,2002-03-31,Michigan,Michigan Savings,49881.0,160548802.0,
2002,Q1,2002-03-31,Minnesota,Minnesota,9635.0,34991790.0,
2002,Q1,2002-03-31,Mississippi,Mississippi Prepaid,14638.0,83406431.0,
2002,Q1,2002-03-31,Mississippi,Mississippi Savings,1186.0,4671116.0,
2002,Q1,2002-03-31,Missouri,Missouri,32742.0,140235618.0,
2002,Q1,2002-03-31,Montana,Montana,4236.0,34900000.0,
2002,Q1,2002-03-31,Nebraska,Nebraska,17567.0,87602966.0,
2002,Q1,2002-03-31,Nevada,Nevada Prepaid,9336.0,33215694.0,
2002,Q1,2002-03-31,Nevada,Nevada Savings,1220.0,6779437.0,
2002,Q1,2002-03-31,New Hampshire,New Hampshire,146000.0,1110000000.0,
2002,Q1,2002-03-31,New Jersey,New Jersey,20149.0,82849000.0,
2002,Q1,2002-03-31,New Mexico,New Mexico Prepaid,28.0,200000.0,
2002,Q1,2002-03-31,New Mexico,New Mexico Savings,17591.0,85140000.0,
2002,Q1,2002-03-31,New York,New York,224803.0,1099953198.0,
2002,Q1,2002-03-31,North Carolina,North Carolina,4769.0,28022664.0,
2002,Q1,2002-03-31,North Dakota,North Dakota,1549.0,12819186.0,
2002,Q1,2002-03-31,Ohio,Ohio Guaranteed Fund,115888.0,655422407.0,
2002,Q1,2002-03-31,Ohio,Ohio Variable Funds,281736.0,1568401012.0,
2002,Q1,2002-03-31,Oklahoma,Oklahoma,5375.0,15246600.0,
2002,Q1,2002-03-31,Oregon,Oregon,14003.0,50380284.0,
2002,Q1,2002-03-31,Pennsylvania,Pennsylvania,78789.0,353325000.0,
2002,Q1,2002-03-31,Rhode Island,Rhode Island,237773.0,2069727443.0,
2002,Q1,2002-03-31,South Carolina,South Carolina Prepaid,4712.0,42741244.0,
2002,Q1,2002-03-31,South Carolina,South Carolina Savings,161.0,951839.0,
2002,Q1,2002-03-31,South Dakota,South Dakota,,,Not available or program not yet operational
2002,Q1,2002-03-31,Tennessee,Tennessee Prepaid,7273.0,34311765.0,
2002,Q1,2002-03-31,Tennessee,Tennessee Savings,1247.0,3612277.0,
2002,Q1,2002-03-31,Texas,Texas,98976.0,789610169.0,
2002,Q1,2002-03-31,Utah,Utah,19781.0,185500000.0,
2002,Q1,2002-03-31,Vermont,Vermont,1749.0,10662075.0,
2002,Q1,2002-03-31,Virginia,Virginia Prepaid,42045.0,427800000.0,
2002,Q1,2002-03-31,Virginia,Virginia Savings,60166.0,395800000.0,
2002,Q1,2002-03-31,Washington,Washington Prepaid,15357.0,84455710.0,
2002,Q1,2002-03-31,West Virginia,West Virginia Prepaid,8541.0,56000000.0,
2002,Q1,2002-03-31,West Virginia,West Virginia Savings,1320.0,5848000.0,
2002,Q1,2002-03-31,Wisconsin,Wisconsin,74485.0,364512037.0,
2002,Q1,2002-03-31,Wyoming,Wyoming,1354.0,11474074.0,
2002,Q2,2002-06-30,Alabama,Alabama Prepaid,54466.0,534764347.0,
2002,Q2,2002-06-30,Alabama,Alabama Savings,187.0,739558.0,
2002,Q2,2002-06-30,Alaska,Alaska,62000.0,400000000.0,
2002,Q2,2002-06-30,Arizona,Arizona,16512.0,85404729.0,
2002,Q2,2002-06-30,Arkansas,Arkansas,10021.0,76238650.0,
2002,Q2,2002-06-30,California,California,74643.0,402855175.0,
2002,Q2,2002-06-30,Colorado,Colorado Prepaid,11921.0,91900000.0,
2002,Q2,2002-06-30,Colorado,Colorado Savings,88321.0,534132728.0,
2002,Q2,2002-06-30,Connecticut,Connecticut,26330.0,207765280.0,
2002,Q2,2002-06-30,Delaware,Delaware,13000.0,82000000.0,
2002,Q2,2002-06-30,Florida,Florida,736275.0,3136443440.0,
2002,Q2,2002-06-30,Georgia,Georgia,4326.0,8765000.0,
2002,Q2,2002-06-30,Hawaii,Hawaii,460.0,2643129.0,
2002,Q2,2002-06-30,Idaho,Idaho,4102.0,12298516.0,
2002,Q2,2002-06-30,Illinois,Illinois Prepaid,28683.0,224326000.0,
2002,Q2,2002-06-30,Illinois,Illinois Savings,57009.0,325836710.0,
2002,Q2,2002-06-30,Indiana,Indiana,18009.0,71996205.0,
2002,Q2,2002-06-30,Iowa,Iowa,48740.0,268100344.0,
2002,Q2,2002-06-30,Kansas,Kansas,35365.0,252100000.0,
2002,Q2,2002-06-30,Kentucky,Kentucky Prepaid,4142.0,19140111.0,
2002,Q2,2002-06-30,Kentucky,Kentucky Savings,7189.0,25366865.0,
2002,Q2,2002-06-30,Louisiana,Louisiana,5673.0,12125011.0,
2002,Q2,2002-06-30,Maine,Maine,102034.0,1195741832.0,
2002,Q2,2002-06-30,Maryland,Maryland Prepaid,14401.0,93780934.0,
2002,Q2,2002-06-30,Maryland,Maryland Savings,40881.0,157568284.0,
2002,Q2,2002-06-30,Massachusetts,Massachusetts Prepaid,31845.0,98200000.0,
2002,Q2,2002-06-30,Massachusetts,Massachusetts Savings,69000.0,606000000.0,
2002,Q2,2002-06-30,Michigan,Michigan Prepaid,62274.0,868313584.0,
2002,Q2,2002-06-30,Michigan,Michigan Savings,62864.0,189276220.0,
2002,Q2,2002-06-30,Minnesota,Minnesota,12874.0,49845101.0,
2002,Q2,2002-06-30,Mississippi,Mississippi Prepaid,14702.0,79248889.0,
2002,Q2,2002-06-30,Mississippi,Mississippi Savings,1761.0,7517808.0,
2002,Q2,2002-06-30,Missouri,Missouri,36821.0,161693911.0,
2002,Q2,2002-06-30,Montana,Montana,4686.0,41744000.0,
2002,Q2,2002-06-30,Nebraska,Nebraska,22642.0,127467132.0,
2002,Q2,2002-06-30,Nevada,Nevada Prepaid,9523.0,34842431.0,
2002,Q2,2002-06-30,Nevada,Nevada Savings,3145.0,17234225.0,
2002,Q2,2002-06-30,New Hampshire,New Hampshire,175000.0,1263000000.0,
2002,Q2,2002-06-30,New Jersey,New Jersey,23514.0,105549820.0,
2002,Q2,2002-06-30,New Mexico,New Mexico Prepaid,28.0,294000.0,
2002,Q2,2002-06-30,New Mexico,New Mexico Savings,35099.0,170050000.0,
2002,Q2,2002-06-30,New York,New York,242736.0,1136664606.0,
2002,Q2,2002-06-30,North Carolina,North Carolina,7214.0,43390243.0,
2002,Q2,2002-06-30,North Dakota,North Dakota,6668.0,53552286.0,
2002,Q2,2002-06-30,Ohio,Ohio Guaranteed Fund,119445.0,671600000.0,
2002,Q2,2002-06-30,Ohio,Ohio Variable Funds,326753.0,1728800000.0,
2002,Q2,2002-06-30,Oklahoma,Oklahoma,6850.0,19545930.0,
2002,Q2,2002-06-30,Oregon,Oregon,16882.0,62846817.0,
2002,Q2,2002-06-30,Pennsylvania,Pennsylvania,85000.0,371000000.0,
2002,Q2,2002-06-30,Rhode Island,Rhode Island,281427.0,2250884709.0,
2002,Q2,2002-06-30,South Carolina,South Carolina Prepaid,4719.0,46864873.0,
2002,Q2,2002-06-30,South Carolina,South Carolina Savings,2706.0,21558557.0,
2002,Q2,2002-06-30,South Dakota,South Dakota,,5000000.0,
2002,Q2,2002-06-30,Tennessee,Tennessee Prepaid,7450.0,34900000.0,
2002,Q2,2002-06-30,Tennessee,Tennessee Savings,1371.0,4373499.0,
2002,Q2,2002-06-30,Texas,Texas,108802.0,787207029.0,
2002,Q2,2002-06-30,Utah,Utah,23604.0,218300000.0,
2002,Q2,2002-06-30,Vermont,Vermont,1995.0,11992555.0,
2002,Q2,2002-06-30,Virginia,Virginia CollegeAmerica,93118.0,1011803285.0,
2002,Q2,2002-06-30,Virginia,Virginia Prepaid,49800.0,443100000.0,
2002,Q2,2002-06-30,Virginia,Virginia Savings,28300.0,147800000.0,
2002,Q2,2002-06-30,Washington,Washington Prepaid,23790.0,115841352.0,
2002,Q2,2002-06-30,West Virginia,West Virginia Prepaid,8492.0,57418000.0,
2002,Q2,2002-06-30,West Virginia,West Virginia Savings,6700.0,33912000.0,
2002,Q2,2002-06-30,Wisconsin,Wisconsin,96190.0,453610000.0,
2002,Q2,2002-06-30,Wyoming,Wyoming,1722.0,14026961.0,
2002,Q3,2002-09-30,Alabama,Alabama Prepaid,67175.0,476515560.0,
2002,Q3,2002-09-30,Alabama,Alabama Savings,2530.0,10194476.0,
2002,Q3,2002-09-30,Alaska,Alaska,70742.0,423333344.0,
2002,Q3,2002-09-30,Arizona,Arizona,20299.0,100387693.0,
2002,Q3,2002-09-30,Arkansas,Arkansas,11794.0,80099149.0,
2002,Q3,2002-09-30,California,California,84298.0,430122643.0,
2002,Q3,2002-09-30,Colorado,Colorado Prepaid,11950.0,100000000.0,
2002,Q3,2002-09-30,Colorado,Colorado Savings,103266.0,567000000.0,
2002,Q3,2002-09-30,Connecticut,Connecticut,29957.0,218644983.0,
2002,Q3,2002-09-30,Delaware,Delaware,14000.0,83000000.0,
2002,Q3,2002-09-30,Florida,Florida,736602.0,3415081417.0,
2002,Q3,2002-09-30,Georgia,Georgia,9510.0,20822458.0,
2002,Q3,2002-09-30,Hawaii,Hawaii,460.0,2643129.0,
2002,Q3,2002-09-30,Idaho,Idaho,4568.0,13291771.0,
2002,Q3,2002-09-30,Illinois,Illinois Prepaid,28941.0,214834698.0,
2002,Q3,2002-09-30,Illinois,Illinois Savings,61119.0,343700000.0,
2002,Q3,2002-09-30,Indiana,Indiana,21507.0,76848686.0,
2002,Q3,2002-09-30,Iowa,Iowa,57129.0,285913768.0,
2002,Q3,2002-09-30,Kansas,Kansas,44056.0,263041703.0,
2002,Q3,2002-09-30,Kentucky,Kentucky Prepaid,4268.0,22154504.0,
2002,Q3,2002-09-30,Kentucky,Kentucky Savings,8397.0,25797215.0,
2002,Q3,2002-09-30,Louisiana,Louisiana,7774.0,14864199.0,
2002,Q3,2002-09-30,Maine,Maine,109007.0,1138474227.0,
2002,Q3,2002-09-30,Maryland,Maryland Prepaid,14726.0,108713854.0,
2002,Q3,2002-09-30,Maryland,Maryland Savings,40881.0,166298644.0,
2002,Q3,2002-09-30,Massachusetts,Massachusetts Prepaid,36000.0,100000000.0,
2002,Q3,2002-09-30,Massachusetts,Massachusetts Savings,73000.0,595000000.0,
2002,Q3,2002-09-30,Michigan,Michigan Prepaid,67270.0,918376000.0,
2002,Q3,2002-09-30,Michigan,Michigan Savings,71580.0,206286505.0,
2002,Q3,2002-09-30,Minnesota,Minnesota,14715.0,59066964.0,
2002,Q3,2002-09-30,Mississippi,Mississippi Prepaid,15168.0,73693596.0,
2002,Q3,2002-09-30,Mississippi,Mississippi Savings,2054.0,8501226.0,
2002,Q3,2002-09-30,Missouri,Missouri,42514.0,174438514.0,
2002,Q3,2002-09-30,Montana,Montana,4686.0,41744000.0,
2002,Q3,2002-09-30,Nebraska,Nebraska,27665.0,148087194.0,
2002,Q3,2002-09-30,Nevada,Nevada Prepaid,9619.0,35567971.0,
2002,Q3,2002-09-30,Nevada,Nevada Savings,5241.0,26485210.0,
2002,Q3,2002-09-30,New Hampshire,New Hampshire,193000.0,1278000000.0,
2002,Q3,2002-09-30,New Jersey,New Jersey,25095.0,116600000.0,
2002,Q3,2002-09-30,New Mexico,New Mexico Prepaid,42.0,194000.0,
2002,Q3,2002-09-30,New Mexico,New Mexico Savings,52541.0,217650000.0,
2002,Q3,2002-09-30,New York,New York,273433.0,1161931208.0,
2002,Q3,2002-09-30,North Carolina,North Carolina,8903.0,50150961.0,
2002,Q3,2002-09-30,North Dakota,North Dakota,8963.0,69547012.0,
2002,Q3,2002-09-30,Ohio,Ohio Guaranteed Fund,122553.0,620731454.0,
2002,Q3,2002-09-30,Ohio,Ohio Variable Funds,522212.0,1650735540.0,
2002,Q3,2002-09-30,Oklahoma,Oklahoma,8406.0,22107196.0,
2002,Q3,2002-09-30,Oregon,Oregon,20000.0,71000000.0,
2002,Q3,2002-09-30,Pennsylvania,Pennsylvania,85000.0,371000000.0,
2002,Q3,2002-09-30,Rhode Island,Rhode Island,307121.0,2219059134.0,
2002,Q3,2002-09-30,South Carolina,South Carolina Prepaid,4739.0,49849371.0,
2002,Q3,2002-09-30,South Carolina,South Carolina Savings,5711.0,41877548.0,
2002,Q3,2002-09-30,South Dakota,South Dakota,,5000000.0,
2002,Q3,2002-09-30,Tennessee,Tennessee Prepaid,7637.0,35780401.0,
2002,Q3,2002-09-30,Tennessee,Tennessee Savings,1651.0,4636509.0,
2002,Q3,2002-09-30,Texas,Texas,132736.0,771478751.0,
2002,Q3,2002-09-30,Utah,Utah,26944.0,232500000.0,
2002,Q3,2002-09-30,Vermont,Vermont,2287.0,13065340.0,
2002,Q3,2002-09-30,Virginia,Virginia CollegeAmerica,143270.0,1381561562.0,
2002,Q3,2002-09-30,Virginia,Virginia Prepaid,56826.0,458900000.0,
2002,Q3,2002-09-30,Virginia,Virginia Savings,33993.0,166900000.0,
2002,Q3,2002-09-30,Washington,Washington Prepaid,24161.0,150000000.0,
2002,Q3,2002-09-30,West Virginia,West Virginia Prepaid,9454.0,54011408.0,
2002,Q3,2002-09-30,West Virginia,West Virginia Savings,11154.0,53436776.0,
2002,Q3,2002-09-30,Wisconsin,Wisconsin,110500.0,485406308.0,
2002,Q3,2002-09-30,Wyoming,Wyoming,1832.0,13123026.0,
2002,Q4,2002-12-31,Alabama,Alabama Prepaid,67307.0,522106290.0,
2002,Q4,2002-12-31,Alabama,Alabama Savings,4565.0,40361495.0,
2002,Q4,2002-12-31,Alaska,Alaska,85183.0,524812660.0,
2002,Q4,2002-12-31,Arizona,Arizona,22413.0,121049515.0,
2002,Q4,2002-12-31,Arkansas,Arkansas,13171.0,93703515.0,
2002,Q4,2002-12-31,California,California,98056.0,526914868.0,
2002,Q4,2002-12-31,Colorado,Colorado Prepaid,12033.0,59020000.0,
2002,Q4,2002-12-31,Colorado,Colorado Savings,125065.0,684979038.0,
2002,Q4,2002-12-31,Connecticut,Connecticut,32920.0,257303570.0,
2002,Q4,2002-12-31,Delaware,Delaware,15000.0,101000000.0,
2002,Q4,2002-12-31,Florida,Florida,736602.0,3394196000.0,
2002,Q4,2002-12-31,Georgia,Georgia,15293.0,40227011.0,
2002,Q4,2002-12-31,Hawaii,Hawaii,1157.0,6862627.0,
2002,Q4,2002-12-31,Idaho,Idaho,5822.0,18408926.0,
2002,Q4,2002-12-31,Illinois,Illinois Prepaid,29801.0,231694448.0,
2002,Q4,2002-12-31,Illinois,Illinois Savings,69455.0,439768905.0,
2002,Q4,2002-12-31,Indiana,Indiana,24424.0,97580514.0,
2002,Q4,2002-12-31,Iowa,Iowa,66154.0,374768454.0,
2002,Q4,2002-12-31,Kansas,Kansas,44486.0,336681727.0,
2002,Q4,2002-12-31,Kentucky,Kentucky Prepaid,4702.0,25200000.0,
2002,Q4,2002-12-31,Kentucky,Kentucky Savings,6554.0,29313060.0,
2002,Q4,2002-12-31,Louisiana,Louisiana,8813.0,19746374.0,
2002,Q4,2002-12-31,Maine,Maine,111988.0,1294142417.0,
2002,Q4,2002-12-31,Maryland,Maryland Prepaid,15618.0,121275457.0,
2002,Q4,2002-12-31,Maryland,Maryland Savings,54284.0,230753972.0,
2002,Q4,2002-12-31,Massachusetts,Massachusetts Prepaid,36000.0,100000000.0,
2002,Q4,2002-12-31,Massachusetts,Massachusetts Savings,77000.0,704000000.0,
2002,Q4,2002-12-31,Michigan,Michigan Prepaid,65551.0,907115768.0,
2002,Q4,2002-12-31,Michigan,Michigan Savings,88034.0,285000000.0,
2002,Q4,2002-12-31,Minnesota,Minnesota,19428.0,83000000.0,
2002,Q4,2002-12-31,Mississippi,Mississippi Prepaid,17335.0,82133490.0,
2002,Q4,2002-12-31,Mississippi,Mississippi Savings,2513.0,11526866.0,
2002,Q4,2002-12-31,Missouri,Missouri,51501.0,231537916.0,
2002,Q4,2002-12-31,Montana,Montana,5864.0,58809431.0,
2002,Q4,2002-12-31,Nebraska,Nebraska,47659.0,270941947.0,
2002,Q4,2002-12-31,Nevada,Nevada Prepaid,9631.0,36064461.0,
2002,Q4,2002-12-31,Nevada,Nevada Savings,13679.0,51507543.0,
2002,Q4,2002-12-31,New Hampshire,New Hampshire,210000.0,1521000000.0,
2002,Q4,2002-12-31,New Jersey,New Jersey,27471.0,134417082.0,
2002,Q4,2002-12-31,New Mexico,New Mexico Prepaid,56.0,267000.0,
2002,Q4,2002-12-31,New Mexico,New Mexico Savings,68667.0,311472999.0,
2002,Q4,2002-12-31,New York,New York,311704.0,1422663202.0,
2002,Q4,2002-12-31,North Carolina,North Carolina,10269.0,64487908.0,
2002,Q4,2002-12-31,North Dakota,North Dakota,10826.0,86059343.0,
2002,Q4,2002-12-31,Ohio,Ohio Guaranteed Fund,125911.0,665387020.0,
2002,Q4,2002-12-31,Ohio,Ohio Variable Funds,378543.0,1918908881.0,
2002,Q4,2002-12-31,Oklahoma,Oklahoma,12491.0,32262626.0,
2002,Q4,2002-12-31,Oregon,Oregon,25214.0,97480272.0,
2002,Q4,2002-12-31,Pennsylvania,PA Guaranteed Savings Plan,95000.0,511000000.0,
2002,Q4,2002-12-31,Pennsylvania,Pennsylvania Investment Plan,2655.0,18000000.0,
2002,Q4,2002-12-31,Rhode Island,Rhode Island,333646.0,2601299346.0,
2002,Q4,2002-12-31,South Carolina,South Carolina Prepaid,4922.0,53831581.0,
2002,Q4,2002-12-31,South Carolina,South Carolina Savings,5711.0,41877548.0,
2002,Q4,2002-12-31,South Dakota,South Dakota,6421.0,46860707.0,
2002,Q4,2002-12-31,Tennessee,Tennessee Prepaid,7731.0,39102168.0,
2002,Q4,2002-12-31,Tennessee,Tennessee Savings,1878.0,5907187.0,
2002,Q4,2002-12-31,Texas,Texas Prepaid,133521.0,830729653.0,
2002,Q4,2002-12-31,Texas,Texas Savings,2067.0,10357185.0,
2002,Q4,2002-12-31,Utah,Utah,31525.0,312000000.0,
2002,Q4,2002-12-31,Vermont,Vermont,2501.0,15067024.0,
2002,Q4,2002-12-31,Virginia,Virginia Prepaid,56944.0,490514037.0,
2002,Q4,2002-12-31,Virginia,Virginia Savings,224906.0,2256753488.0,
2002,Q4,2002-12-31,Washington,Washington Prepaid,25691.0,164730295.0,
2002,Q4,2002-12-31,West Virginia,West Virginia Prepaid,9628.0,58746000.0,
2002,Q4,2002-12-31,West Virginia,West Virginia Savings,15549.0,87088000.0,
2002,Q4,2002-12-31,Wisconsin,Wisconsin,131630.0,622913708.0,
2002,Q4,2002-12-31,Wyoming,Wyoming,1843.0,14159282.0,
2003,Q1,2003-03-31,Alabama,Alabama Prepaid,66639.0,488226398.0,
2003,Q1,2003-03-31,Alabama,Alabama Savings,20617.0,53678236.0,
2003,Q1,2003-03-31,Alaska,Alaska,93974.0,574409177.0,
2003,Q1,2003-03-31,Arizona,Arizona,26177.0,132959469.0,
2003,Q1,2003-03-31,Arkansas,Arkansas,13171.0,93703515.0,
2003,Q1,2003-03-31,California,California,113605.0,592791981.0,
2003,Q1,2003-03-31,Colorado,Colorado Prepaid,14678.0,35300000.0,
2003,Q1,2003-03-31,Colorado,Colorado Savings,145500.0,777901000.0,
2003,Q1,2003-03-31,Connecticut,Connecticut,43745.0,286060367.0,
2003,Q1,2003-03-31,Delaware,Delaware,16000.0,110000000.0,
2003,Q1,2003-03-31,District of Columbia,District of Columbia,1761.0,7891079.0,
2003,Q1,2003-03-31,Florida,Florida Prepaid,891717.0,3540184137.0,
2003,Q1,2003-03-31,Florida,Florida Savings,7814.0,9222704.0,
2003,Q1,2003-03-31,Georgia,Georgia,21622.0,57767887.0,
2003,Q1,2003-03-31,Hawaii,Hawaii,1483.0,9100103.0,
2003,Q1,2003-03-31,Idaho,Idaho,6583.0,21802609.0,
2003,Q1,2003-03-31,Illinois,Illinois Prepaid,34019.0,238195889.0,
2003,Q1,2003-03-31,Illinois,Illinois Savings,77500.0,503644700.0,
2003,Q1,2003-03-31,Indiana,Indiana,28990.0,109185589.0,
2003,Q1,2003-03-31,Iowa,Iowa,69237.0,414090584.0,
2003,Q1,2003-03-31,Kansas,Kansas,51518.0,373018264.0,
2003,Q1,2003-03-31,Kentucky,Kentucky Prepaid,7043.0,27703506.0,
2003,Q1,2003-03-31,Kentucky,Kentucky Savings,6858.0,31449510.0,
2003,Q1,2003-03-31,Louisiana,Louisiana,9937.0,24086063.0,
2003,Q1,2003-03-31,Maine,Maine,116531.0,1380072351.0,
2003,Q1,2003-03-31,Maryland,Maryland Prepaid,17808.0,128738287.0,
2003,Q1,2003-03-31,Maryland,Maryland Savings,58417.0,262730926.0,
2003,Q1,2003-03-31,Massachusetts,Massachusetts Prepaid,36000.0,100000000.0,
2003,Q1,2003-03-31,Massachusetts,Massachusetts Savings,81000.0,756000000.0,
2003,Q1,2003-03-31,Michigan,Michigan Prepaid,66378.0,937344098.0,
2003,Q1,2003-03-31,Michigan,Michigan Savings,98352.0,337226129.0,
2003,Q1,2003-03-31,Minnesota,Minnesota,22382.0,102399022.0,
2003,Q1,2003-03-31,Mississippi,Mississippi Prepaid,17436.0,88269911.0,
2003,Q1,2003-03-31,Mississippi,Mississippi Savings,3035.0,13656327.0,
2003,Q1,2003-03-31,Missouri,Missouri,57436.0,272151328.0,
2003,Q1,2003-03-31,Montana,Montana,6238.0,65800000.0,
2003,Q1,2003-03-31,Nebraska,Nebraska,54579.0,316328433.0,
2003,Q1,2003-03-31,Nevada,Nevada Prepaid,9642.0,40724994.0,
